pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-10-20	SimPB	ECCV 2024	This paper is about multi-camera detection.	Zhaotie Meng, (2024). "SimPB: A Single Model for 2D and 3D Object Detection from Multiple Cameras" <i>ECCV 2024</i>. 1-17.	simpb	https://arxiv.org/abs/2403.10353.pdf	https://arxiv.org/abs/2403.10353.pdf
